 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
21,6,2,83.377,2.192,0,5.653,1.09,1.53,2.32,3.771,0.02
23,7,2,118.36,8.428,0,5.37,0.982,1.25,1.694,2.451,0.042
26,8,2,396.236,37.822,0,5.293,1.027,1.377,1.99,3.09,0.066
29,9,2,466.741,27.344,0,5.873,1.034,1.387,1.999,3.096,0.05
31,10,2,400.438,54.116,0,6.256,1.058,1.441,2.114,3.327,0.092
41,13,2,0.702,46.073,0,2.656,0.995,1.445,2.308,3.981,0.004
43,14,2,491.57,58.55,0,6.858,1.096,1.522,2.274,3.638,0.084
51,15,2,215.712,53.671,0,6.368,1.062,1.44,2.098,3.275,0.108
60,16,2,137.095,67.805,0,5.037,1.021,1.361,1.954,3.013,0.068
62,17,2,331.475,67.678,0,6.382,1.093,1.508,2.239,3.557,0.097
66,18,2,24.568,83.153,0,3.537,0.931,1.157,1.53,2.162,0.015
76,19,2,65.403,70.725,0,4.843,0.935,1.172,1.565,2.239,0.042
79,20,2,499.346,95.166,0,6.298,1.101,1.528,2.282,3.647,0.081
85,21,2,103.636,88.844,0,5.194,0.975,1.253,1.722,2.537,0.068
87,22,2,233.151,87.306,0,5.315,1.023,1.364,1.956,3.014,0.066
91,23,2,314.316,90.395,0,6.611,1.06,1.442,2.108,3.306,0.108
95,25,2,454.31,99.667,0,6.653,1.072,1.455,2.118,3.297,0.102
106,26,2,495.572,108.154,0,6.292,1.084,1.495,2.217,3.524,0.093
114,30,2,182.685,116.853,0,6.36,1.07,1.458,2.134,3.344,0.108
126,33,2,253.308,111.379,0,6.457,1.102,1.539,2.314,3.724,0.086
128,34,2,295.394,133.584,0,6.836,1.128,1.591,2.416,3.92,0.077
131,35,2,475.22,125.808,0,4.937,0.999,1.306,1.829,2.747,0.073
134,36,2,27.401,131.679,0,6.638,1.141,1.611,2.441,3.946,0.067
144,37,2,54.112,127.137,0,4.613,1.015,1.356,1.952,3.021,0.028
161,41,2,479.895,148.213,0,5.566,1.045,1.426,2.097,3.313,0.041
163,42,2,32.467,156.314,0,6.412,1.039,1.389,1.994,3.07,0.095
173,43,2,404.905,140.708,0,4.856,0.992,1.303,1.839,2.789,0.067
183,44,2,49.408,168.695,0,6.818,1.11,1.563,2.373,3.858,0.087
185,45,2,383.423,151.396,0,6.47,1.045,1.41,2.047,3.188,0.105
191,47,2,450.138,154.476,0,3.908,0.965,1.23,1.674,2.444,0.029
195,48,2,147.671,157.645,0,6.859,1.105,1.529,2.271,3.608,0.085
197,49,2,71.768,164.787,0,4.808,0.98,1.265,1.744,2.578,0.062
201,50,2,331.285,165.707,0,6.478,1.031,1.376,1.974,3.037,0.091
204,51,2,259.34,175.608,0,6.943,1.087,1.494,2.21,3.499,0.058
213,52,2,238.678,172.268,0,4.785,0.967,1.214,1.612,2.274,0.05
218,53,2,495.498,185.462,0,6.192,1.015,1.325,1.848,2.754,0.053
226,54,2,139.543,166.754,0,6.237,1.084,1.504,2.25,3.609,0.077
239,55,2,198.167,168.704,0,4.295,0.954,1.198,1.596,2.266,0.04
241,56,2,349.38,170.682,0,6.8,1.106,1.527,2.26,3.574,0.091
244,57,2,92.876,187.095,0,3.081,0.986,1.285,1.788,2.66,0.004
254,59,2,193.811,186.132,0,5.526,1.079,1.48,2.183,3.449,0.034
257,60,2,143.507,191.468,0,6.038,1.004,1.321,1.866,2.831,0.048
272,61,2,104.784,193.642,0,5.455,1.088,1.515,2.277,3.67,0.026
274,62,2,426.804,184.694,0,5.148,0.998,1.307,1.836,2.768,0.081
279,63,2,374.16,209.282,0,5.906,1.094,1.524,2.288,3.68,0.026
285,64,2,224.683,179.85,0,4.309,0.984,1.277,1.775,2.645,0.045
288,65,2,122.642,196.264,0,6.921,1.101,1.531,2.292,3.671,0.07
297,66,2,360.609,203.636,0,6.555,1.085,1.494,2.213,3.511,0.112
304,69,2,20.781,204.777,0,4.983,0.992,1.299,1.826,2.759,0.078
309,70,2,326.249,209.226,0,6.516,1.132,1.602,2.439,3.971,0.06
319,71,2,70.679,212.198,0,4.702,0.972,1.251,1.724,2.55,0.047
322,72,2,26.883,218.457,0,6.125,1.014,1.335,1.887,2.862,0.055
338,73,2,131.747,230.509,0,5.818,1.008,1.339,1.915,2.948,0.045
341,74,2,368.266,235.762,0,6.415,1.064,1.434,2.069,3.192,0.109
345,75,2,51.13,216.197,0,5.445,1.071,1.463,2.149,3.382,0.038
353,77,2,56.401,237.291,0,5.353,1.019,1.357,1.944,2.996,0.062
368,79,2,41.776,236.741,0,5.237,1.026,1.368,1.964,3.03,0.069
371,80,2,453.64,245.745,0,4.974,0.985,1.273,1.764,2.624,0.078
376,82,2,470.484,261.268,0,6.733,1.115,1.552,2.32,3.707,0.091
379,83,2,46.878,263.651,0,5.093,1.042,1.421,2.096,3.325,0.049
390,84,2,357.305,252.727,0,6.933,1.132,1.603,2.44,3.967,0.056
395,86,2,149.846,258.186,0,5.947,1.072,1.462,2.139,3.35,0.042
398,87,2,367.777,254.334,0,5.595,1.003,1.333,1.911,2.949,0.041
400,88,2,275.54,260.196,0,4.844,1.116,1.6,2.482,4.123,0.005
410,90,2,37.462,290.095,0,4.742,1.025,1.377,1.995,3.111,0.042
416,91,2,121.257,281.854,0,5.282,1.036,1.396,2.029,3.169,0.062
420,92,2,440.231,285.345,0,4.969,0.974,1.252,1.722,2.541,0.076
423,93,2,342.407,284.517,0,7.089,1.109,1.538,2.287,3.632,0.018
449,97,2,320.441,290.878,0,6.316,1.061,1.444,2.113,3.316,0.103
451,98,2,432.415,284.205,0,4.274,0.953,1.216,1.662,2.44,0.043
458,99,2,296.34,291.74,0,6.854,1.105,1.524,2.254,3.562,0.085
461,100,2,409.296,300.529,0,6.838,1.112,1.548,2.316,3.704,0.087
465,101,2,57.493,319.869,0,6.042,1.043,1.411,2.058,3.226,0.058
467,102,2,509.459,314.48,0,3.613,0.902,1.105,1.436,1.993,0.013
472,103,2,208.416,315.765,0,5.757,1.057,1.453,2.158,3.442,0.037
476,104,2,398.65,321.319,0,6.529,1.064,1.461,2.164,3.443,0.115
483,105,2,206.351,339.628,0,5.144,1.005,1.331,1.9,2.916,0.079
485,106,2,479.669,320.686,0,5.132,0.983,1.264,1.734,2.543,0.078
492,107,2,24.139,326.386,0,5.505,0.98,1.28,1.8,2.725,0.035
495,108,2,31.783,344.767,0,6.342,1.116,1.557,2.336,3.745,0.071
507,111,2,412.846,355.772,0,4.719,1.001,1.315,1.855,2.811,0.051
513,112,2,237.295,338.165,0,5.282,1.03,1.37,1.954,2.985,0.068
521,113,2,373.113,348.732,0,5.776,1.055,1.427,2.073,3.23,0.042
526,114,2,430.213,337.393,0,5.339,1,1.312,1.849,2.801,0.061
528,115,2,238.148,354.336,0,6.244,1.092,1.502,2.218,3.506,0.08
542,116,2,82.233,363.799,0,4.635,0.985,1.295,1.834,2.796,0.038
553,118,2,90.501,360.257,0,6.282,1.058,1.431,2.078,3.235,0.096
560,120,2,256.709,380.693,0,6.004,1.034,1.378,1.971,3.023,0.055
571,123,2,20.458,371.812,0,6.14,1.056,1.428,2.075,3.233,0.068
581,124,2,468.584,385.873,0,5.334,1.019,1.371,1.991,3.114,0.064
595,125,2,58.745,374.379,0,6.607,1.07,1.454,2.12,3.31,0.111
600,126,2,127.117,386.657,0,5.832,1.071,1.475,2.189,3.486,0.037
607,127,2,485.258,376.346,0,4.95,0.977,1.258,1.73,2.549,0.075
610,128,2,408.6,387.678,0,6.525,1.064,1.448,2.121,3.331,0.115
614,129,2,1.336,398.267,0,4.229,0.901,1.062,1.298,1.647,0.015
621,130,2,221.177,393.637,0,6.316,1.08,1.479,2.175,3.425,0.101
643,132,2,503.827,394.386,0,5.292,1.017,1.359,1.96,3.042,0.068
649,133,2,186.42,388.615,0,6.767,1.107,1.544,2.318,3.723,0.091
652,134,2,235.234,388.236,0,4.999,0.972,1.257,1.743,2.6,0.078
657,135,2,356.129,365.499,0,5.853,1.024,1.364,1.955,3.008,0.049
660,136,2,446.327,379.708,0,6.802,1.109,1.545,2.315,3.709,0.09
666,138,2,32.22,396.28,0,4.856,0.976,1.258,1.737,2.576,0.067
687,141,2,156.318,400.869,0,6.68,1.106,1.548,2.335,3.77,0.094
696,142,2,43.7,411.751,0,6.739,1.076,1.481,2.195,3.488,0.09
698,143,2,422.852,410.825,0,4.195,0.998,1.307,1.837,2.772,0.037
716,145,2,291.229,423.283,0,6.601,1.077,1.474,2.169,3.419,0.113
721,146,2,328.555,417.783,0,6.017,1.047,1.408,2.034,3.147,0.055
738,149,2,500.46,415.114,0,5.758,1.037,1.403,2.046,3.206,0.043
741,150,2,243.799,424.145,0,4.83,1.016,1.34,1.895,2.873,0.058
749,151,2,50.822,423.268,0,6.26,1.06,1.436,2.091,3.262,0.093
751,152,2,313.276,426.674,0,6.5,1.08,1.473,2.154,3.368,0.113
753,153,2,234.105,440.28,0,5.033,1.012,1.335,1.89,2.873,0.076
760,154,2,188.678,468.508,0,4.508,0.939,1.169,1.545,2.183,0.017
767,155,2,202.656,463.573,0,6.152,1.01,1.333,1.89,2.877,0.055
777,156,2,49.848,478.539,0,5.815,1.042,1.407,2.047,3.199,0.047
779,157,2,393.453,468.05,0,3.6,0.937,1.182,1.596,2.315,0.017
782,158,2,215.271,472.701,0,4.897,0.952,1.23,1.716,2.584,0.066
786,159,2,428.178,473.212,0,5.104,0.993,1.293,1.8,2.684,0.083
790,160,2,296.933,481.378,0,4.665,0.997,1.308,1.842,2.786,0.043
792,161,2,243.139,475.347,0,5.161,0.988,1.285,1.794,2.691,0.079
800,163,2,370.298,479.123,0,3.929,0.965,1.232,1.676,2.44,0.03
804,164,2,52.889,482.527,0,4.138,0.973,1.247,1.708,2.507,0.036
808,166,2,36.517,472.23,0,6.02,1.042,1.412,2.062,3.233,0.055
812,167,2,264.882,486.702,0,5.387,1.045,1.416,2.068,3.245,0.051
816,168,2,48.054,486.172,0,4.29,1.023,1.367,1.965,3.034,0.031
835,171,2,60.466,490.81,0,4.35,0.919,1.157,1.565,2.285,0.027
839,172,2,116.422,505.955,0,3.891,0.954,1.218,1.665,2.44,0.028
842,173,2,308.344,494.225,0,6.577,1.09,1.507,2.24,3.565,0.11
844,174,2,315.382,499.739,0,5.695,1.015,1.341,1.906,2.91,0.039
850,175,2,199.291,487.399,0,4.17,0.936,1.206,1.68,2.535,0.037
856,177,2,424.539,494.375,0,5.832,0.96,1.229,1.687,2.489,0.024
858,178,2,195.489,488.196,0,5.105,0.988,1.295,1.826,2.772,0.083
867,179,2,282.174,510.553,0,4.32,0.994,1.278,1.751,2.564,0.044
871,180,2,441.198,496.227,0,5.566,1.029,1.381,1.997,3.101,0.045
879,181,2,12.733,509.53,0,6.492,1.128,1.607,2.468,4.056,0.054
894,187,2,227.789,32.609,0,5.626,1.026,1.368,1.96,3.012,0.042
907,190,2,6.744,51.392,0,6.53,1.032,1.379,1.978,3.045,0.092
1010,218,2,358.764,186.385,0,6.59,1.094,1.519,2.27,3.632,0.106
1043,227,2,224.307,222.138,0,5.203,1.008,1.335,1.904,2.916,0.075
1065,231,2,154.531,276.426,0,6.658,1.051,1.421,2.067,3.227,0.091
1089,237,2,22.186,308.589,0,6.134,1.055,1.431,2.089,3.273,0.067
1113,241,2,38.274,310.239,0,6.641,1.134,1.595,2.409,3.888,0.075
1125,244,2,209.877,337.48,0,5.309,1.033,1.383,1.985,3.053,0.064
1142,248,2,408.755,336.647,0,5.511,1.016,1.353,1.938,2.982,0.046
1150,250,2,68.446,359.619,0,5.206,0.92,1.142,1.51,2.136,0.028
1154,251,2,218.544,358.728,0,6.831,1.113,1.565,2.369,3.838,0.085
1179,258,2,154.58,386.582,0,5.04,0.924,1.146,1.506,2.104,0.04
1201,260,2,397.737,394.304,0,5.116,0.972,1.252,1.726,2.554,0.077
1223,264,2,171.178,401.849,0,5.272,0.995,1.308,1.85,2.81,0.069
1227,266,2,402.538,404.513,0,6.617,1.04,1.414,2.076,3.279,0.098
1260,273,2,248.691,459.664,0,6.418,1.044,1.403,2.027,3.137,0.101
1275,277,2,56.482,488.165,0,4.924,0.961,1.242,1.724,2.575,0.07
1287,282,2,435.472,3.548,0,6.572,1.025,1.375,1.988,3.093,0.088
1289,283,2,382.485,12.616,0,4.202,0.942,1.186,1.591,2.286,0.037
1291,284,2,67.285,32.495,0,4.083,0.947,1.193,1.602,2.303,0.029
1295,285,2,294.453,32.728,0,6.656,1.086,1.498,2.225,3.538,0.105
1299,286,2,431.47,45.767,0,5.907,1.012,1.331,1.878,2.845,0.046
1303,287,2,297.342,49.446,0,3.915,0.941,1.167,1.531,2.132,0.028
1307,288,2,354.355,50.402,0,6.82,1.073,1.477,2.192,3.489,0.079
1312,289,2,100.773,75.894,0,4.84,1.015,1.346,1.918,2.938,0.057
1314,290,2,246.262,99.524,0,6.646,1.097,1.51,2.229,3.516,0.106
1318,291,2,55.738,112.23,0,5.01,0.971,1.248,1.716,2.529,0.077
1324,292,2,226.448,112.788,0,6.651,1.142,1.613,2.445,3.956,0.067
1327,293,2,101.888,145.418,0,5.898,1.017,1.356,1.947,3.01,0.049
1329,294,2,268.409,146.645,0,6.919,1.118,1.561,2.342,3.754,0.069
1331,295,2,392.158,154.249,0,4.738,0.994,1.3,1.827,2.758,0.055
1340,296,2,239.374,166.762,0,6.345,1.041,1.395,2.011,3.109,0.094
1342,297,2,321.604,171.589,0,6.728,1.18,1.728,2.726,4.584,0.021
1348,298,2,152.467,175.598,0,5.731,0.976,1.254,1.722,2.536,0.027
1350,299,2,17.667,180.058,0,3.957,0.965,1.236,1.694,2.492,0.03
1354,300,2,107.326,192.303,0,5.093,1.088,1.517,2.282,3.677,0.019
1356,301,2,405.664,206.687,0,6.654,1.051,1.418,2.056,3.196,0.09
1362,302,2,110.362,208.439,0,6.251,1.026,1.378,1.998,3.116,0.077
1364,303,2,186.588,222.688,0,6.043,1.007,1.341,1.924,2.973,0.053
1369,304,2,21.391,227.73,0,6.347,1.083,1.499,2.236,3.572,0.099
1371,305,2,434.554,227.649,0,6.823,1.069,1.461,2.144,3.371,0.072
1376,306,2,416.153,248.379,0,6.096,1.061,1.437,2.091,3.259,0.06
1379,307,2,376.396,249.474,0,6.503,1.051,1.411,2.033,3.138,0.107
1381,308,2,114.869,257.138,0,4.343,1.017,1.343,1.9,2.879,0.035
1386,309,2,274.542,257.974,0,5.117,1.04,1.411,2.063,3.239,0.055
1388,310,2,382.678,289.237,0,4.993,0.99,1.291,1.808,2.721,0.08
1390,311,2,29.911,300.15,0,4.024,1.013,1.347,1.925,2.952,0.018
1393,312,2,457.714,301.58,0,6.528,1.041,1.415,2.076,3.277,0.108
1396,313,2,164.246,315.328,0,6.592,1.092,1.503,2.22,3.508,0.111
1408,314,2,111.404,321.658,0,6.907,1.126,1.577,2.375,3.82,0.07
1422,315,2,161.408,321.248,0,4.35,0.99,1.274,1.75,2.571,0.041
1424,316,2,496.468,321.825,0,6.269,1.068,1.464,2.164,3.432,0.094
1428,317,2,389.168,322.483,0,5.553,1.006,1.344,1.938,3.011,0.044
1437,318,2,248.447,329.452,0,3.869,0.937,1.139,1.446,1.925,0.022
1439,319,2,257.578,361.293,0,4.144,0.976,1.249,1.704,2.488,0.036
1441,320,2,389.166,368.795,0,4.401,0.996,1.289,1.777,2.617,0.034
1448,321,2,383.517,382.474,0,6.345,1.027,1.363,1.94,2.96,0.079
1450,322,2,462.289,382.167,0,6.43,1.086,1.496,2.215,3.514,0.103
1459,323,2,151.258,390.165,0,5.109,1.026,1.369,1.962,3.016,0.07
1462,324,2,164.227,396.622,0,6.267,1.077,1.477,2.177,3.436,0.092
1464,325,2,67.235,397.09,0,4.782,1.019,1.366,1.972,3.062,0.048
1468,326,2,318.327,398.707,0,6.828,1.101,1.515,2.234,3.52,0.088
1471,327,2,429.385,442.192,0,6.347,1.083,1.488,2.194,3.462,0.102
1473,328,2,236.578,452.686,0,6.639,1.046,1.413,2.05,3.187,0.093
1479,329,2,422.528,470.484,0,4.641,0.946,1.176,1.547,2.162,0.024
1481,330,2,393.515,478.56,0,3.912,0.952,1.199,1.609,2.309,0.03
1485,331,2,165.197,506.671,0,6.107,1.071,1.446,2.089,3.224,0.061
8,2,3,284.524,16.599,0,6.725,1.083,1.492,2.209,3.503,0.096
11,3,3,409.368,28.572,0,6.28,1.015,1.336,1.883,2.844,0.074
34,11,3,434.867,19.443,0,5.93,1.031,1.381,1.99,3.082,0.064
37,12,3,211.217,38.442,0,6.151,1.059,1.445,2.122,3.341,0.071
52,15,3,219.533,46.353,0,5.513,0.973,1.244,1.699,2.482,0.029
121,31,3,336.149,114.255,0,4.877,1.007,1.329,1.887,2.878,0.066
152,38,3,245.669,152.276,0,6.233,1.051,1.422,2.068,3.225,0.09
158,40,3,56.839,158.701,0,5.048,1,1.318,1.871,2.855,0.071
186,45,3,392.157,150.162,0,4.961,1.02,1.348,1.906,2.885,0.068
189,46,3,491.245,159.518,0,5.618,1.033,1.398,2.04,3.203,0.038
198,49,3,66.687,161.544,0,6.514,1.043,1.413,2.064,3.24,0.11
202,50,3,335.75,162.264,0,6.635,1.137,1.593,2.395,3.838,0.083
205,51,3,254.661,173.668,0,4.981,0.995,1.308,1.851,2.819,0.076
242,56,3,345.31,178.202,0,6.602,1.132,1.597,2.424,3.93,0.078
289,65,3,118.297,202.829,0,6.391,1.092,1.513,2.255,3.6,0.078
342,74,3,377.179,233.524,0,5.984,1.054,1.44,2.119,3.348,0.057
346,75,3,56.246,221.199,0,4.833,1.002,1.301,1.806,2.683,0.065
349,76,3,208.441,225.493,0,5.263,0.968,1.231,1.669,2.42,0.045
369,79,3,44.477,230.591,0,6.198,1.01,1.35,1.949,3.032,0.069
374,81,3,61.858,269.36,0,4.652,0.977,1.268,1.769,2.655,0.052
405,89,3,429.483,268.501,0,3.979,0.905,1.116,1.47,2.082,0.015
421,92,3,447.831,289.642,0,5.083,1,1.307,1.831,2.753,0.068
434,94,3,29.212,276.413,0,4.558,0.947,1.2,1.624,2.356,0.042
441,95,3,51.339,313.845,0,5.942,1.046,1.413,2.054,3.208,0.063
445,96,3,45.568,303.98,0,3.61,0.969,1.246,1.717,2.54,0.021
452,98,3,424.281,284.424,0,4.714,0.967,1.231,1.673,2.435,0.05
486,106,3,481.179,318.283,0,5.836,1.06,1.439,2.105,3.303,0.051
498,109,3,406.579,335.313,0,6.744,1.06,1.442,2.112,3.317,0.075
501,110,3,223.225,346.598,0,6.199,1.042,1.391,1.992,3.055,0.081
514,112,3,239.552,338.363,0,6.475,1.05,1.415,2.047,3.175,0.108
529,115,3,242.281,356.518,0,4.229,0.911,1.109,1.425,1.946,0.032
543,116,3,75.784,366.331,0,5.558,1.02,1.347,1.91,2.907,0.044
546,117,3,53.517,353.906,0,4.92,0.985,1.279,1.779,2.656,0.074
556,119,3,272.652,381.57,0,6.265,1.031,1.364,1.931,2.928,0.084
569,122,3,202.48,388.178,0,6.528,1.116,1.559,2.339,3.752,0.086
572,123,3,10.78,373.793,0,5.53,1.022,1.381,2.016,3.17,0.046
608,127,3,488.475,375.675,0,6.583,1.069,1.459,2.14,3.362,0.116
611,128,3,410.546,384.764,0,4.27,0.954,1.224,1.685,2.5,0.049
625,131,3,498.309,385.293,0,5.192,0.978,1.267,1.758,2.62,0.054
667,138,3,39.383,396.581,0,6.543,1.046,1.422,2.083,3.276,0.111
680,140,3,470.614,413.464,0,6.78,1.071,1.471,2.174,3.446,0.078
688,141,3,146.459,400.418,0,5.952,0.968,1.226,1.647,2.358,0.023
714,144,3,154.866,425.29,0,5.004,0.988,1.282,1.781,2.651,0.075
722,146,3,327.642,420.387,0,6.568,1.082,1.48,2.176,3.424,0.118
732,147,3,437.713,405.082,0,4.489,0.979,1.265,1.748,2.591,0.045
735,148,3,390.505,428.509,0,6.879,1.139,1.601,2.415,3.884,0.063
742,150,3,244.273,427.851,0,5.076,0.987,1.302,1.854,2.847,0.069
754,153,3,229.748,431.324,0,4.956,0.95,1.21,1.648,2.414,0.058
768,155,3,198.62,472.594,0,5.385,1.015,1.373,2.009,3.17,0.054
783,158,3,208.826,478.401,0,5.909,1.014,1.343,1.911,2.92,0.059
787,159,3,430.738,479.52,0,4.435,0.972,1.229,1.649,2.358,0.043
797,162,3,268.605,471.284,0,5.229,0.978,1.266,1.754,2.612,0.054
826,169,3,443.542,469.251,0,5.769,1.017,1.342,1.903,2.898,0.041
832,170,3,279.86,494.769,0,5.424,1.039,1.395,2.01,3.106,0.051
851,175,3,198.725,480.798,0,4.458,0.973,1.251,1.721,2.538,0.045
854,176,3,45.807,499.882,0,5.013,0.999,1.299,1.805,2.685,0.075
884,182,3,331.082,4.285,0,4.208,0.996,1.315,1.867,2.849,0.036
886,183,3,134.267,9.885,0,5.05,1.01,1.328,1.874,2.837,0.069
888,184,3,77.387,16.705,0,6.511,1.069,1.462,2.154,3.404,0.116
890,185,3,16.275,38.453,0,6.038,1.026,1.366,1.953,2.996,0.052
892,186,3,429.388,32.292,0,6.969,1.141,1.62,2.473,4.035,0.046
895,187,3,227.36,37.739,0,4.856,0.966,1.244,1.715,2.542,0.063
897,188,3,283.718,44.753,0,6.416,1.094,1.515,2.256,3.597,0.082
900,189,3,311.098,57.741,0,3.786,0.984,1.288,1.811,2.738,0.023
909,191,3,468.456,63.37,0,6.301,1.018,1.362,1.966,3.054,0.086
911,192,3,346.866,63.659,0,6.196,1.085,1.5,2.232,3.557,0.065
915,193,3,75.749,82.818,0,5.267,0.999,1.3,1.808,2.692,0.057
917,194,3,479.187,68.478,0,6.539,1.117,1.569,2.374,3.84,0.083
919,195,3,114.354,87.39,0,6.881,1.092,1.513,2.256,3.603,0.067
923,196,3,149.352,78.202,0,5.173,0.988,1.294,1.823,2.762,0.058
931,197,3,449.438,85.263,0,5.23,0.985,1.275,1.769,2.635,0.055
934,198,3,484.653,101.407,0,6.645,1.068,1.45,2.113,3.294,0.103
940,199,3,299.397,104.151,0,6.142,1.04,1.402,2.036,3.174,0.069
942,200,3,396.53,108.762,0,5.061,0.966,1.224,1.653,2.384,0.056
944,201,3,16.84,97.218,0,2.987,0.956,1.203,1.607,2.285,0.004
950,202,3,64.779,138.77,0,5.069,1.007,1.316,1.84,2.756,0.069
953,203,3,236.541,112.428,0,6.623,1.084,1.485,2.182,3.427,0.114
955,204,3,198.659,115.323,0,6.754,1.094,1.503,2.214,3.487,0.092
958,205,3,423.914,134.213,0,4.685,1.011,1.339,1.905,2.91,0.046
962,206,3,12.4,134.466,0,5.885,1.003,1.317,1.855,2.806,0.052
964,207,3,467.591,139.784,0,4.6,0.951,1.203,1.622,2.341,0.044
966,208,3,41.225,138.466,0,5.952,1.015,1.337,1.893,2.878,0.055
970,209,3,334.849,150.246,0,6.164,1.058,1.443,2.121,3.345,0.074
974,210,3,318.377,155.509,0,6.542,1.06,1.436,2.09,3.257,0.115
984,211,3,193.236,153.507,0,4.167,0.944,1.183,1.578,2.252,0.04
986,212,3,132.286,153.639,0,6.983,1.11,1.55,2.329,3.745,0.049
996,213,3,110.091,159.219,0,5.441,1.036,1.407,2.062,3.251,0.049
1002,214,3,448.911,170.444,0,3.655,0.949,1.212,1.655,2.428,0.023
1004,215,3,34.427,174.325,0,6.726,1.077,1.473,2.167,3.417,0.091
1006,216,3,3.325,172.917,0,4.164,1.006,1.332,1.898,2.907,0.028
1008,217,3,510.911,185.604,0,3.322,0.966,1.282,1.826,2.791,0.007
1011,218,3,351.685,190.503,0,6.601,1.076,1.47,2.156,3.386,0.115
1013,219,3,160.248,189.477,0,5.826,1.013,1.362,1.977,3.092,0.053
1016,220,3,412.312,178.36,0,4.959,0.987,1.283,1.789,2.68,0.076
1018,221,3,389.324,204.326,0,6.492,1.042,1.398,2.013,3.105,0.104
1025,222,3,11.49,218.649,0,6.214,1.165,1.71,2.711,4.583,0.008
1027,223,3,6.689,234.426,0,6.941,1.121,1.577,2.388,3.864,0.058
1033,224,3,330.62,224.441,0,6.839,1.119,1.559,2.331,3.722,0.077
1036,225,3,121.126,220.123,0,6.024,1.143,1.666,2.628,4.432,0.009
1039,226,3,170.449,222.397,0,6.611,1.023,1.364,1.957,3.014,0.07
1045,228,3,437.843,243.771,0,4.399,1.002,1.322,1.875,2.859,0.038
1049,229,3,102.48,267.099,0,3.894,0.954,1.219,1.671,2.46,0.02
1059,230,3,168.45,268.353,0,6.568,1.041,1.399,2.024,3.145,0.099
1067,232,3,260.671,266.104,0,5.491,1.034,1.385,1.994,3.084,0.049
1070,233,3,478.791,274.548,0,6.894,1.139,1.617,2.47,4.03,0.057
1078,234,3,357.301,278.729,0,6.86,1.096,1.505,2.22,3.499,0.07
1085,235,3,406.37,284.724,0,6.748,1.098,1.523,2.275,3.638,0.095
1087,236,3,107.521,290.129,0,5.395,1.013,1.352,1.946,3.017,0.055
1090,237,3,23.57,303.578,0,7.032,1.116,1.565,2.362,3.813,0.037
1097,238,3,303.537,306.256,0,6.566,1.131,1.591,2.405,3.883,0.076
1100,239,3,455.271,317.321,0,6.436,1.054,1.435,2.104,3.312,0.106
1108,240,3,497.682,303.072,0,3.74,0.991,1.288,1.791,2.667,0.023
1114,241,3,31.442,312.297,0,4.876,0.966,1.242,1.709,2.525,0.065
1118,242,3,11.57,320.538,0,6.484,1.037,1.406,2.056,3.23,0.107
1120,243,3,222.196,336.414,0,6.45,1.032,1.399,2.048,3.224,0.102
1127,245,3,70.15,329.705,0,5.842,1.047,1.423,2.082,3.272,0.055
1135,246,3,162.509,337.148,0,4.239,0.937,1.178,1.586,2.292,0.045
1139,247,3,493.517,328.87,0,4.351,0.986,1.271,1.752,2.589,0.046
1144,249,3,264.181,330.614,0,3.428,0.949,1.191,1.593,2.277,0.011
1151,250,3,71.433,364.7,0,5.907,1.04,1.388,1.989,3.053,0.064
1159,252,3,462.659,366.256,0,6.471,1.103,1.54,2.314,3.721,0.083
1162,253,3,114.807,376.398,0,6.316,1.035,1.377,1.966,3.01,0.09
1164,254,3,158.719,385.329,0,6.616,1.084,1.493,2.212,3.507,0.114
1166,255,3,251.137,390.256,0,4.786,0.981,1.285,1.808,2.738,0.06
1168,256,3,36.406,374.211,0,6.493,1.05,1.408,2.024,3.116,0.108
1177,257,3,38.729,381.712,0,5.074,1.015,1.36,1.967,3.065,0.059
1181,259,3,444.47,398.407,0,4.238,0.967,1.236,1.689,2.477,0.048
1202,260,3,395.241,393.479,0,5.624,1.015,1.337,1.889,2.862,0.038
1213,261,3,490.332,402.576,0,4.01,0.939,1.158,1.507,2.079,0.019
1215,262,3,458.518,398.328,0,5.491,0.968,1.242,1.706,2.514,0.029
1221,263,3,487.836,405.397,0,4.697,1.013,1.34,1.902,2.897,0.046
1225,265,3,141.532,402.62,0,6.296,1.021,1.335,1.864,2.777,0.075
1238,267,3,472.519,426.6,0,3.381,0.913,1.111,1.427,1.941,0.008
1240,268,3,62.631,433.687,0,6.317,1.05,1.421,2.071,3.239,0.096
1242,269,3,228.232,466.362,0,6.239,1.089,1.519,2.287,3.692,0.062
1245,270,3,264.493,456.339,0,6.417,1.027,1.369,1.96,3.008,0.089
1253,271,3,428.326,457.797,0,6.815,1.089,1.507,2.248,3.591,0.08
1258,272,3,51.426,462.644,0,6.49,1.057,1.434,2.092,3.273,0.113
1261,273,3,243.258,465.454,0,6.871,1.109,1.537,2.287,3.634,0.072
1265,274,3,406.2,468.506,0,4.594,0.963,1.23,1.68,2.461,0.048
1270,275,3,13.829,463.395,0,6.023,1.075,1.482,2.202,3.508,0.047
1272,276,3,6.403,495.259,0,6.963,1.135,1.591,2.393,3.841,0.052
1278,278,3,57.423,506.414,0,5.282,0.985,1.27,1.75,2.585,0.053
1280,279,3,234.44,507.311,0,6.654,1.075,1.477,2.183,3.461,0.107
